# tracer: function_graph
#
# entries-in-buffer/entries-written: 15876/15876   #P:6
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          <idle>-0     (-----) [003] d..1   878.020150: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020171: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020176: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.020197: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.020200: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020292: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020296: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020305: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020310: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020441: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020445: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.020463: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.020466: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020542: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020547: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.020567: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.020570: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020662: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020667: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020675: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020680: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020788: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020792: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.020809: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.020812: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.020907: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.020912: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.020933: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.020936: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021029: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021034: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021042: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021047: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021259: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021263: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.021280: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.021283: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021408: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021412: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021421: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021426: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021531: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021535: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.021553: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.021556: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021646: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021651: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.021672: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.021675: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021767: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021772: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021780: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021785: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.021919: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.021923: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.021941: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.021944: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022018: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022023: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022031: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022036: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022142: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022146: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.022163: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.022166: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022260: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022265: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.022286: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.022289: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022384: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022388: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022396: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022402: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022539: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022543: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.022561: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.022564: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022630: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022635: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022643: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022649: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.022853: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.022857: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.022874: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.022877: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023002: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023007: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.023028: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.023031: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023121: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023126: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023134: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023139: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023273: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023277: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.023294: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.023297: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023369: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023374: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.023395: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.023398: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023490: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023495: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023503: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023508: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023619: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023623: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.023641: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.023644: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023736: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023741: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.023762: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.023765: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023859: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023864: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.023872: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.023877: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.024031: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.024035: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.024052: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.024055: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.024105: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.024110: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.024118: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.024123: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.024883: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.024887: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.024912: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.024922: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.024968: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   878.024980: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   878.025040: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   878.025044: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   878.025105: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   878.025108: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.025283: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   878.025293: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.025311: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.025321: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.025775: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.025782: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.025804: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.025807: graph_ret: func=gic_handle_irq
    file-storage-1241  ( 1241) [000] d..1   878.025841: graph_ent: func=gic_handle_irq
    file-storage-1241  ( 1241) [000] d.h1   878.025845: graph_ent: func=generic_handle_irq
    file-storage-1241  ( 1241) [000] d.h1   878.025861: graph_ret: func=generic_handle_irq
    file-storage-1241  ( 1241) [000] d..1   878.025864: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.025950: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.025954: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.025963: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.025968: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.029945: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   878.029945: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   878.029949: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   878.029951: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   878.029956: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   878.029960: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   878.029961: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   878.029963: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   878.029966: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   878.029984: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   878.029985: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   878.029992: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   878.039784: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   878.039784: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   878.039789: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   878.039790: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   878.039798: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   878.039805: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   878.039823: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   878.039862: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.041286: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.041291: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.041319: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.041325: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.041372: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   878.041382: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   878.041439: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   878.041443: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   878.041502: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   878.041506: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.041683: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   878.041693: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.041711: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.041721: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.043615: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.043621: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.043642: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.043646: graph_ret: func=gic_handle_irq
    file-storage-1241  ( 1241) [000] d...   878.043678: graph_ent: func=gic_handle_irq
    file-storage-1241  ( 1241) [000] d.h.   878.043682: graph_ent: func=generic_handle_irq
    file-storage-1241  ( 1241) [000] d.h.   878.043700: graph_ret: func=generic_handle_irq
    file-storage-1241  ( 1241) [000] d...   878.043703: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.043795: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.043800: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.043809: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.043816: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.043922: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.043927: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.043947: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.043952: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044033: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044038: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.044061: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.044065: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044159: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044165: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044175: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044182: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044329: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044333: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.044358: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.044361: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..2   878.044405: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h2   878.044410: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh2   878.044431: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.2   878.044434: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044523: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044529: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044538: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044543: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044652: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044657: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.044678: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.044681: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044771: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044778: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.044802: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.044806: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044893: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044898: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.044906: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.044911: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045057: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045062: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.045082: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.045085: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045142: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045147: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.045168: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.045171: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045263: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045268: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045276: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045281: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045390: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045394: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.045412: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.045415: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045508: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045513: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.045534: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.045537: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045631: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045635: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045644: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045649: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045799: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045803: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.045820: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.045823: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.045881: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.045886: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.045907: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.045910: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046000: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046005: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046013: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046019: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046127: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046131: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.046149: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.046152: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046247: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046252: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.046273: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.046276: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046369: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046373: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046381: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046387: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046536: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046540: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.046558: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.046561: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046618: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046623: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.046644: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.046647: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046742: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046746: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046757: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046762: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046870: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046873: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.046891: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.046894: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.046987: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.046991: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.047012: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.047016: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047106: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047111: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047119: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047124: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047276: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047280: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.047297: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.047300: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047353: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047357: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.047379: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.047382: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047475: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047480: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047488: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047493: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047603: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047607: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.047624: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.047627: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047721: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047726: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.047747: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.047750: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047844: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047849: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.047857: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.047862: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048093: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048097: graph_ent: func=generic_handle_irq
