# tracer: function_graph
#
# entries-in-buffer/entries-written: 15876/15876   #P:6
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          <idle>-0     (-----) [000] dNh1   878.048115: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.048118: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048220: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048224: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048233: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048238: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048342: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048345: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.048363: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.048366: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048463: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048468: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.048489: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.048492: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048582: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048586: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048595: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048600: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048723: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048726: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.048744: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.048747: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048832: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048837: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048845: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048851: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.048957: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.048961: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.048979: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.048982: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049079: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049084: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.049104: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.049107: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049198: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049203: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049211: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049216: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049342: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049346: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.049363: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.049366: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049448: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049452: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049461: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049466: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.049625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   878.049625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   878.049628: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   878.049631: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   878.049634: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   878.049639: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   878.049640: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049644: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   878.049644: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   878.049645: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049648: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   878.049660: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   878.049663: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.049667: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.049671: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   878.049700: graph_ret: func=gic_handle_irq
    file-storage-1241  ( 1241) [000] d..1   878.049708: graph_ent: func=gic_handle_irq
    file-storage-1241  ( 1241) [000] d.h1   878.049712: graph_ent: func=generic_handle_irq
    file-storage-1241  ( 1241) [000] d.h1   878.049721: graph_ret: func=generic_handle_irq
    file-storage-1241  ( 1241) [000] d..1   878.049723: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049816: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049821: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049829: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049834: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.049953: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.049957: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.049975: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.049978: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050063: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050068: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.050089: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.050092: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050183: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050187: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050195: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050201: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050310: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050314: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.050331: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.050334: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050428: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050432: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.050453: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.050456: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050551: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050555: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050563: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050568: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050727: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050731: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.050748: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.050751: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050801: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050808: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.050817: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.050822: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.052518: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.052522: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.052541: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.052544: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.052650: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.052655: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.052676: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.052680: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.052769: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.052774: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.052782: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.052788: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.052989: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.052993: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.053010: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.053014: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053139: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053144: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.053165: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.053168: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053282: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053287: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053295: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053300: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053388: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053392: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.053410: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.053413: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053503: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053508: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.053529: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.053532: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053630: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053639: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053644: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053789: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053793: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.053811: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.053814: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053877: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053882: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.053903: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.053906: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.053995: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.053999: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054010: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054016: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054123: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054127: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.054145: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.054148: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054241: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054246: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.054267: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.054270: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054363: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054368: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054376: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054382: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054520: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054523: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.054541: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.054544: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054613: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054618: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   878.054639: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   878.054642: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054733: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054738: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054746: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054751: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   878.054863: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   878.054867: graph_ent: func=generic_handle_irq
